split,path,label
train,data/processed/train/paper/74FZPuPPfVCwqHgO.png,paper
train,data/processed/train/paper/nPEUpKKphLYH3Bjy.png,paper
train,data/processed/train/paper/6BIKQpfZEfQkCvrz.png,paper
train,data/processed/train/paper/ntumvg6vWpT6qIal.png,paper
train,data/processed/train/paper/COmibsBioPBur0V9.png,paper
train,data/processed/train/paper/FxLuxwBp9Hw2th2O.png,paper
train,data/processed/train/paper/ehzdlf5B1HtVgpRs.png,paper
train,data/processed/train/paper/7w91NsCtVzsPOSYB.png,paper
train,data/processed/train/paper/UVuauoFm9Pk5JJre.png,paper
train,data/processed/train/paper/9zuFLFklb0ibEelE.png,paper
train,data/processed/train/paper/ACUZLBMxCu3AWgUu.png,paper
train,data/processed/train/paper/UE6Ao0ZqJbQ1R1R5.png,paper
train,data/processed/train/paper/EJ42U85HcmJV7JVm.png,paper
train,data/processed/train/paper/04l5I8TqdzF9WDMJ.png,paper
train,data/processed/train/paper/zru6yFR3dqc3SymW.png,paper
train,data/processed/train/paper/HTETrKtTEB31pvsK.png,paper
train,data/processed/train/paper/QKFJL22hutlivVGa.png,paper
train,data/processed/train/paper/knWd03lNhoAUPdKX.png,paper
train,data/processed/train/paper/gO7yxcP6H1vZ7lOe.png,paper
train,data/processed/train/paper/9zfyVkUcku0qc4Gu.png,paper
train,data/processed/train/paper/Ea6A81oe4Ria2MW3.png,paper
train,data/processed/train/paper/jaxChUvakWAN9eTs.png,paper
train,data/processed/train/paper/JRZTPL2YQ6cfIMh9.png,paper
train,data/processed/train/paper/G4QepYlFnpE8Zse4.png,paper
train,data/processed/train/paper/uoYuyEHvVLrOOmqW.png,paper
train,data/processed/train/paper/axwcCc4rC8ySUtML.png,paper
train,data/processed/train/paper/nmkNauqVsM2JUvok.png,paper
train,data/processed/train/paper/ul2wGK0NgJXs8mHv.png,paper
train,data/processed/train/paper/X5YjuJk3mrupKDrG.png,paper
train,data/processed/train/paper/qZX4Zcms0Ffpe8v7.png,paper
train,data/processed/train/paper/FVEAFUE9uhfJPi2f.png,paper
train,data/processed/train/paper/UCZlOkcylNYU2ylP.png,paper
train,data/processed/train/paper/TmPdVzKg9yHUefja.png,paper
train,data/processed/train/paper/4Bimc2E5E9jTh1Fh.png,paper
train,data/processed/train/paper/FmDdvclwy9Wc1zfc.png,paper
train,data/processed/train/paper/cUFSYeNYdnhRB6MD.png,paper
train,data/processed/train/paper/zz1yffW197uYO6DI.png,paper
train,data/processed/train/paper/UOW45qbyvti8nBHV.png,paper
train,data/processed/train/paper/9OyGmAsWD5Ie6QIa.png,paper
train,data/processed/train/paper/pW8TQWh9SoWh0HLE.png,paper
train,data/processed/train/paper/RqdXcCyqmXMxSDxn.png,paper
train,data/processed/train/paper/JUn3VuVCoOKC5Nv2.png,paper
train,data/processed/train/paper/8X1BUL9w2OMExPy5.png,paper
train,data/processed/train/paper/LAhqdrhPNg3ZLxpr.png,paper
train,data/processed/train/paper/wQQCLOgW5qXxkwli.png,paper
train,data/processed/train/paper/kdPdOkLZZW1UnOPw.png,paper
train,data/processed/train/paper/CHf3O6SDtuPbbD0s.png,paper
train,data/processed/train/paper/hWVwQVI74lc5zgyK.png,paper
train,data/processed/train/paper/NS5CJKNsJa9jr5j4.png,paper
train,data/processed/train/paper/yWLbGUHRsGx5ocE9.png,paper
train,data/processed/train/paper/B6dJfDThlXx80Uk6.png,paper
train,data/processed/train/paper/ac0j8jCfz8hwpY0o.png,paper
train,data/processed/train/paper/ueuECCtQxOjHF1ij.png,paper
train,data/processed/train/paper/vHbB53ZFtZoNcvAM.png,paper
train,data/processed/train/paper/CnRjJejRPD3QmYTl.png,paper
train,data/processed/train/paper/oi2e7ny5y00NBLOx.png,paper
train,data/processed/train/paper/N4D5tleMLbP1Au5D.png,paper
train,data/processed/train/paper/Zo0eTAGaUb4ewSkf.png,paper
train,data/processed/train/paper/KqCGmJ8WCrqE5Uvg.png,paper
train,data/processed/train/paper/jAh36hlZLpECSBHp.png,paper
train,data/processed/train/paper/XOWPFbuwpaJaEv9o.png,paper
train,data/processed/train/paper/av2NxK494nd72Q13.png,paper
train,data/processed/train/paper/ATs4aFUIODixPnMI.png,paper
train,data/processed/train/paper/N3RjXoHuCkTs2Prd.png,paper
train,data/processed/train/paper/j8dvLhkeL92SpOGj.png,paper
train,data/processed/train/paper/1yKjzquSvl9ShK7K.png,paper
train,data/processed/train/paper/c4FpTJmUl8wtm4n3.png,paper
train,data/processed/train/paper/U2InMVDH10R24eOb.png,paper
train,data/processed/train/paper/Ih5Z5Z3xFZ17IcZS.png,paper
train,data/processed/train/paper/xyFhBLzUNatOchjM.png,paper
train,data/processed/train/paper/1fKclJk4eBWOQSR1.png,paper
train,data/processed/train/paper/hxUxn67g42jOHGHi.png,paper
train,data/processed/train/paper/2PAcPusQ59xIMfiw.png,paper
train,data/processed/train/paper/RmTijOM3U31zKnrY.png,paper
train,data/processed/train/paper/byBLmTC0iWfnT7wo.png,paper
train,data/processed/train/paper/QnjBVl6cFnyd2hVF.png,paper
train,data/processed/train/paper/Om6b4BvZS49QNNFV.png,paper
train,data/processed/train/paper/Eq9tohFHMpYXWQZH.png,paper
train,data/processed/train/paper/Httje79JB2p6ePf0.png,paper
train,data/processed/train/paper/YrEfjld9tYk0b9m9.png,paper
train,data/processed/train/paper/fYuJzeeHPzGwlGh0.png,paper
train,data/processed/train/paper/bddldJIGmQP5CSLD.png,paper
train,data/processed/train/paper/aeVtGl2LQBr831P5.png,paper
train,data/processed/train/paper/zb6wXq49QppiS9sf.png,paper
train,data/processed/train/paper/JZ8KCFK6y0Zd87Xl.png,paper
train,data/processed/train/paper/HbBcQItQ6d5yMDqL.png,paper
train,data/processed/train/paper/9WQaDoiIDC4zGPr8.png,paper
train,data/processed/train/paper/PTjpGk2rKf6mhx9z.png,paper
train,data/processed/train/paper/C5LDaiOquQm9mDVH.png,paper
train,data/processed/train/paper/vfKiFjWIK9JKHxLn.png,paper
train,data/processed/train/paper/M4h0o8DAzyOpmgSM.png,paper
train,data/processed/train/paper/54xah1BB0YTQS3Ib.png,paper
train,data/processed/train/paper/P0BIztnCzZ3StLD1.png,paper
train,data/processed/train/paper/dZxpgHYRuQNv7T7A.png,paper
train,data/processed/train/paper/gR2aEiEX8CzCtyBN.png,paper
train,data/processed/train/paper/1uoW7QcH2qAgCTxv.png,paper
train,data/processed/train/paper/UN3iCDyiEIteIMdx.png,paper
train,data/processed/train/paper/JApmimWQx0vFx1qw.png,paper
train,data/processed/train/paper/FEdPo8Z0t3bB1hHC.png,paper
train,data/processed/train/paper/zXY93m62vUNIH4a0.png,paper
train,data/processed/train/paper/YTZfr87ETKYNkQRN.png,paper
train,data/processed/train/paper/cQ0dBO3yHPohZ9U9.png,paper
train,data/processed/train/paper/ZnuLAMdyI9xJCcKE.png,paper
train,data/processed/train/paper/wBUGgxpeb0gggcTx.png,paper
train,data/processed/train/paper/lZkRVz5sifz7CD66.png,paper
train,data/processed/train/paper/8cUuoeM7qSsAGoOv.png,paper
train,data/processed/train/paper/cI2tl5vM2koXZPfG.png,paper
train,data/processed/train/paper/hUDN2qXDxjoGBWqu.png,paper
train,data/processed/train/paper/OhkFvTOiBqphyG0I.png,paper
train,data/processed/train/paper/raSxG3GjqMrYHvgW.png,paper
train,data/processed/train/paper/pMQfFsmXAu2xZuUv.png,paper
train,data/processed/train/paper/pfyaiU10n2EvAwgw.png,paper
train,data/processed/train/paper/W79peyAyfQqNP1vF.png,paper
train,data/processed/train/paper/oiJhtTsTDkiAcHeR.png,paper
train,data/processed/train/paper/0RA9rcrv8iVvuDDU.png,paper
train,data/processed/train/paper/zGty6p4zGTzRip73.png,paper
train,data/processed/train/paper/4aWP3XumkgwZtqZ7.png,paper
train,data/processed/train/paper/QqPSoi6Vj2Vbua3V.png,paper
train,data/processed/train/paper/rX4dcSySbz56p4dk.png,paper
train,data/processed/train/paper/C3j6RdTEo4jf6Cr4.png,paper
train,data/processed/train/paper/1Tt9U9SzrOm98Xtw.png,paper
train,data/processed/train/paper/4dpYSXpjYbiH9MSq.png,paper
train,data/processed/train/paper/Z4HE3jW7SMOonYFA.png,paper
train,data/processed/train/paper/XJlnAmd0Rb4GNRxm.png,paper
train,data/processed/train/paper/0eqArS2GgsBeqgSn.png,paper
train,data/processed/train/paper/PbqPTUSB4HxBVDZZ.png,paper
train,data/processed/train/paper/nsbCG572TtIVkjKn.png,paper
train,data/processed/train/paper/IQsx834hZ2POqopO.png,paper
train,data/processed/train/paper/XnvU9UjrhVwfnSgj.png,paper
train,data/processed/train/paper/h4yYJuwG5dUXEY1B.png,paper
train,data/processed/train/paper/8NNPWO3e2oNq8lg9.png,paper
train,data/processed/train/paper/H8n0niVYdIGNGE0d.png,paper
train,data/processed/train/paper/nSfRj8Sp6S0GsMVm.png,paper
train,data/processed/train/paper/e50cckZL8BKmqzjd.png,paper
train,data/processed/train/paper/2PiUTczN5Ez4VreF.png,paper
train,data/processed/train/paper/TcybcTuKdMPA4xpT.png,paper
train,data/processed/train/paper/fnbn7osMCGWmqHKZ.png,paper
train,data/processed/train/paper/4Fxr7klOIfijCpio.png,paper
train,data/processed/train/paper/L2oIlMxDTToJYUvV.png,paper
train,data/processed/train/paper/eaOtD5yLQHTuFTz3.png,paper
train,data/processed/train/paper/3tyVmhojjwETaf1u.png,paper
train,data/processed/train/paper/BI9YnLkJ5wFZe6w8.png,paper
train,data/processed/train/paper/eiiwN1DsKoIheMgz.png,paper
train,data/processed/train/paper/yUhvKMWrPQ9sJ78m.png,paper
train,data/processed/train/paper/lhr6oNI2jMsi0Z6A.png,paper
train,data/processed/train/paper/ldGrLw1rlUq1nHuw.png,paper
train,data/processed/train/paper/C9tAvywdtjDTnllg.png,paper
train,data/processed/train/paper/UWq276y40jnVYaPC.png,paper
train,data/processed/train/paper/qQim08vMQ6OUCtbR.png,paper
train,data/processed/train/paper/rffdDFsMVDDkn32c.png,paper
train,data/processed/train/paper/cuDzhxpWujBPgJmX.png,paper
train,data/processed/train/paper/V3Z0tEoM7Cq761eZ.png,paper
train,data/processed/train/paper/vFCd43peE8nozYko.png,paper
train,data/processed/train/paper/OdfDTwgPVdW9XbE7.png,paper
train,data/processed/train/paper/p2UN3r1vWk57uVqX.png,paper
train,data/processed/train/paper/PaZSkEO4jbBp3Hz7.png,paper
train,data/processed/train/paper/yYiQN5jZvkGqr6C5.png,paper
train,data/processed/train/paper/zrZmvRbPtB57a4Vr.png,paper
train,data/processed/train/paper/VD4twqBeFDIHSovy.png,paper
train,data/processed/train/paper/68QZtdP6UaIcIE55.png,paper
train,data/processed/train/paper/UHyVkisiFMmasl7b.png,paper
train,data/processed/train/paper/bxn0wMR4QebqVl62.png,paper
train,data/processed/train/paper/zQvuYPyUR7gXdqXE.png,paper
train,data/processed/train/paper/BqGdYFfhQ4sOU5Xl.png,paper
train,data/processed/train/paper/i47BmmqwUa4y0jIP.png,paper
train,data/processed/train/paper/Cto0fRvS0ns9lVrs.png,paper
train,data/processed/train/paper/qM0f6IJPDfLRpo1d.png,paper
train,data/processed/train/paper/L2S17RtFi8XXp6b8.png,paper
train,data/processed/train/paper/LrVULgPLsLsfdZ2z.png,paper
train,data/processed/train/paper/X3iDu3E3UCW1w1Cd.png,paper
train,data/processed/train/paper/QWT9FOhLABPyKIUA.png,paper
train,data/processed/train/paper/B9WSmSgclFPB3TOL.png,paper
train,data/processed/train/paper/PDV8vSlSFdej3jNx.png,paper
train,data/processed/train/paper/PwkqvoT0noMITNaF.png,paper
train,data/processed/train/paper/e6blzPfvGcrcHaKl.png,paper
train,data/processed/train/paper/x3z3E6Z2qsmW8TaH.png,paper
train,data/processed/train/paper/to1CYeerlgzyJIeO.png,paper
train,data/processed/train/paper/9Dto1OCNf5wjYimE.png,paper
train,data/processed/train/paper/NKNFgMn2Ik3Y9XuX.png,paper
train,data/processed/train/paper/ngFDxBhhLQzs7JAH.png,paper
train,data/processed/train/paper/tUAXecVWvaYBm4s4.png,paper
train,data/processed/train/paper/s4dtRIGK3emNyjrO.png,paper
train,data/processed/train/paper/73UfZ8Dwj0OB66IV.png,paper
train,data/processed/train/paper/9yGlnLxGtzq1gJti.png,paper
train,data/processed/train/paper/mWtDBJ2pprz96x22.png,paper
train,data/processed/train/paper/yYba9sH9TlYCAtoo.png,paper
train,data/processed/train/paper/A0Dgq561RAiluT9p.png,paper
train,data/processed/train/paper/4Pir885YNPXiRs0R.png,paper
train,data/processed/train/paper/B9PzXQbhzehhxFRN.png,paper
train,data/processed/train/paper/mugG8B1m5Ra2aRgZ.png,paper
train,data/processed/train/paper/yB11HwUEuYHhVlKo.png,paper
train,data/processed/train/paper/DE5gewqrqzSaVsdI.png,paper
train,data/processed/train/paper/V7gDBwuUctk8myTw.png,paper
train,data/processed/train/paper/sDAWCwVlT2NFpEAf.png,paper
train,data/processed/train/paper/Q8idpb4gCSAWs9YH.png,paper
train,data/processed/train/paper/SoqluLecSTBcuyoS.png,paper
train,data/processed/train/paper/0vugygEjxQJPr9yz.png,paper
train,data/processed/train/paper/TYjJigXjEyiVntzx.png,paper
train,data/processed/train/paper/3tNHP8R9YHru011u.png,paper
train,data/processed/train/paper/oLcpS2BYyqZLBj9P.png,paper
train,data/processed/train/paper/AtfMvZ19yfJJZapD.png,paper
train,data/processed/train/paper/FcIIjteQItMuIuRa.png,paper
train,data/processed/train/paper/HvQdmFU7Qzd4SSQ4.png,paper
train,data/processed/train/paper/RtFKKjIDZ0zA0khp.png,paper
train,data/processed/train/paper/Rxmuq5Y6dw22QESt.png,paper
train,data/processed/train/paper/lb8kepfzcnutbQI1.png,paper
train,data/processed/train/paper/5eRezaxzYX8Canq0.png,paper
train,data/processed/train/paper/9szmJOWlXxEbjDGV.png,paper
train,data/processed/train/paper/qVqPFRhMJXPFh8Yb.png,paper
train,data/processed/train/paper/VstDOeRm7czrAOO9.png,paper
train,data/processed/train/paper/wfpI2zfWOeQbwd1f.png,paper
train,data/processed/train/paper/fMkDqtJgZAKa7dl5.png,paper
train,data/processed/train/paper/UqMn3TJPZRf0px46.png,paper
train,data/processed/train/paper/HTSIUeIA1IQrHtHu.png,paper
train,data/processed/train/paper/pt2EHjG6vxV6Hjmf.png,paper
train,data/processed/train/paper/n5NXfZTRonR4iOr0.png,paper
train,data/processed/train/paper/b8dw4ZOgMTx2h1xI.png,paper
train,data/processed/train/paper/nvCwoV9k3ym5N0JA.png,paper
train,data/processed/train/paper/x8fNY0V8O2CJ9vaY.png,paper
train,data/processed/train/paper/oBKuveyTYAhqtKSw.png,paper
train,data/processed/train/paper/yM5JZ5J4uLeYIGOO.png,paper
train,data/processed/train/paper/fSWSXO9fumLluiAF.png,paper
train,data/processed/train/paper/vPvoQzBR7Paf5Jml.png,paper
train,data/processed/train/paper/KPJ371erJ0RUKNAX.png,paper
train,data/processed/train/paper/wdUfwC8IoQbVtqzR.png,paper
train,data/processed/train/paper/3XEQ73XMn7zaww2T.png,paper
train,data/processed/train/paper/af6U4DsLPicCZcED.png,paper
train,data/processed/train/paper/Nm8PHXHrGlZy0d6Q.png,paper
train,data/processed/train/paper/n9SDT7R9BSLRNCe1.png,paper
train,data/processed/train/paper/QASICiZe79sFTXBz.png,paper
train,data/processed/train/paper/HYIh5ipF4bN1futQ.png,paper
train,data/processed/train/paper/Cx9G4YyKPI9MPcqp.png,paper
train,data/processed/train/paper/KGiyDw5Ryx3WjjSZ.png,paper
train,data/processed/train/paper/b15QGB4XPECDemV5.png,paper
train,data/processed/train/paper/B08mrGoODd5gGTvu.png,paper
train,data/processed/train/paper/r98ovEGxFpCnVnyy.png,paper
train,data/processed/train/paper/OJpDyt2u6zzfoVP0.png,paper
train,data/processed/train/paper/Xr1e0JehAkRxNzTj.png,paper
train,data/processed/train/paper/rSRKkten7Ffx6bEj.png,paper
train,data/processed/train/paper/KAyKztBfGIWm4qN7.png,paper
train,data/processed/train/paper/P1STllnKDD05zo29.png,paper
train,data/processed/train/paper/jCTsslbOLn04znvK.png,paper
train,data/processed/train/paper/cOHWfHkyo8sqWnpW.png,paper
train,data/processed/train/paper/aac4C8FFlVQw6aGM.png,paper
train,data/processed/train/paper/v1b7FBFD4ZbLJnhB.png,paper
train,data/processed/train/paper/aw7H9dMuThRnO74k.png,paper
train,data/processed/train/paper/YnANqAVHDOylhBls.png,paper
train,data/processed/train/paper/CwFaCN3ykqwQ6KZV.png,paper
train,data/processed/train/paper/gpipGA62xfMjfr8O.png,paper
train,data/processed/train/paper/HkBUo9kQDJho4uor.png,paper
train,data/processed/train/paper/MmzlgKI366LYX3fe.png,paper
train,data/processed/train/paper/a9SyLOjQZE4llCvX.png,paper
train,data/processed/train/paper/ClP1hwm5k2IQsG1B.png,paper
train,data/processed/train/paper/d5FmD95HmhodiITj.png,paper
train,data/processed/train/paper/O4H6QPX8bdwNiIie.png,paper
train,data/processed/train/paper/eQaNnPaHwKsOJaYq.png,paper
train,data/processed/train/paper/n8IzyztMwnfa5rjf.png,paper
train,data/processed/train/paper/Wcg4nsnlWrhxgyJg.png,paper
train,data/processed/train/paper/AfvIbTwxuG0q7Ij1.png,paper
train,data/processed/train/paper/Mq8Ym2axOJVIthiP.png,paper
train,data/processed/train/paper/xhKyuxHPC3RnoLD0.png,paper
train,data/processed/train/paper/UJdZdj6nyFRHVFEg.png,paper
train,data/processed/train/paper/Dvamqz9JlSMySW1i.png,paper
train,data/processed/train/paper/YaRk8v83K7BQmi5G.png,paper
train,data/processed/train/paper/sAEYBhcNfJgAZTD6.png,paper
train,data/processed/train/paper/xioDLxSWnSZ5sDbQ.png,paper
train,data/processed/train/paper/SjtYrw48VCBOLOQh.png,paper
train,data/processed/train/paper/lxWEYgTaWJSoYSiD.png,paper
train,data/processed/train/paper/Z5ioSnqxnoCUixRW.png,paper
train,data/processed/train/paper/QUcJ1QclQwOY50vY.png,paper
train,data/processed/train/paper/FT9FiK5l1lohzfxI.png,paper
train,data/processed/train/paper/ObnNNP8S6dH3IxIS.png,paper
train,data/processed/train/paper/qjNwQMtSzoZKXOGe.png,paper
train,data/processed/train/paper/9v75qnx8zdeAAOq6.png,paper
train,data/processed/train/paper/eBU0DmyWZu3WLjSO.png,paper
train,data/processed/train/paper/Vly5xEFupx36kCcd.png,paper
train,data/processed/train/paper/LhgH8QOKfA5xu287.png,paper
train,data/processed/train/paper/Ec6WrF6Soj4REPk7.png,paper
train,data/processed/train/paper/yhXsHSeStA2dharc.png,paper
train,data/processed/train/paper/ISW7mRK3Wu6ik0eH.png,paper
train,data/processed/train/paper/n1H2YStjFsCwmlYz.png,paper
train,data/processed/train/paper/WOMFIvaWB3TEY6Gl.png,paper
train,data/processed/train/paper/KOlOsNsrUdQonYpp.png,paper
train,data/processed/train/paper/FJoRrTDakCLyWs75.png,paper
train,data/processed/train/paper/gVd3f9CZNll3QS8l.png,paper
train,data/processed/train/paper/lj8o8xy1TAOMQDaH.png,paper
train,data/processed/train/paper/Lui3J5YhKgMvk673.png,paper
train,data/processed/train/paper/E4TyifCgPm6OwcrY.png,paper
train,data/processed/train/paper/YkZMyyS9fJdKmL3F.png,paper
train,data/processed/train/paper/U5WsclDnMxnOTgGT.png,paper
train,data/processed/train/paper/PLvidx6rZDuRENbv.png,paper
train,data/processed/train/paper/KAoLE5XBuwjmtKj2.png,paper
train,data/processed/train/paper/qs7Zi0icFErU0fsZ.png,paper
train,data/processed/train/paper/ZULuRlvYzTJM8jC3.png,paper
train,data/processed/train/paper/XPvzu0bXUw8THjbU.png,paper
train,data/processed/train/paper/wytuIz48uLeDoGqz.png,paper
train,data/processed/train/paper/v4pz2TAsHhtNtTAH.png,paper
train,data/processed/train/paper/sZyZICXHv0ArIZFw.png,paper
train,data/processed/train/paper/7UoLr02FuYuLrJxz.png,paper
train,data/processed/train/paper/eLNpUj2AZ1h4Mrxu.png,paper
train,data/processed/train/paper/BoMfAmQYWtoiGHBV.png,paper
train,data/processed/train/paper/rDfjA9TE0tYqzT21.png,paper
train,data/processed/train/paper/3sKeYzYsjbWQVhc4.png,paper
train,data/processed/train/paper/s73bLQf6K0lw4RDJ.png,paper
train,data/processed/train/paper/C0WynzBAhXQGSywJ.png,paper
train,data/processed/train/paper/v6Ypsa9vPurMnl20.png,paper
train,data/processed/train/paper/ZGLUqWHjarBly23b.png,paper
train,data/processed/train/paper/yaRRMcZS7JJ3xLK1.png,paper
train,data/processed/train/paper/8I8hrFbPPNz6qWeV.png,paper
train,data/processed/train/paper/tHitLUmmXOyChXOH.png,paper
train,data/processed/train/paper/ejC8QIku5jrtci48.png,paper
train,data/processed/train/paper/tW1oIjn0hlGLToAY.png,paper
train,data/processed/train/paper/owYHB2dx7ExdKxsR.png,paper
train,data/processed/train/paper/StyclBeCFwYGuttl.png,paper
train,data/processed/train/paper/VUx1G75w9CbeAJUx.png,paper
train,data/processed/train/paper/dDtRH0QF7IPSsasH.png,paper
train,data/processed/train/paper/Miw8prUoiVMVG2D4.png,paper
train,data/processed/train/paper/mkUctpckc3vjOwKa.png,paper
train,data/processed/train/paper/UvFHqrnEwsrs6MgC.png,paper
train,data/processed/train/paper/DsaaqkHZUN3pmcwH.png,paper
train,data/processed/train/paper/0Og76sl5CJhbxWWx.png,paper
train,data/processed/train/paper/wKiW95hiPu8zQhwV.png,paper
train,data/processed/train/paper/sisDkUJdIN7AkgTV.png,paper
train,data/processed/train/paper/8qhPJIViAhfZTJkA.png,paper
train,data/processed/train/paper/tV2VtZHsIL8Gj4TC.png,paper
train,data/processed/train/paper/mV9vc1ITH1PrrbF8.png,paper
train,data/processed/train/paper/QQksMNb2czxqfTF8.png,paper
train,data/processed/train/paper/4bkmUMq0wOXElBIl.png,paper
train,data/processed/train/paper/3JN7OPsnxDBpcVeD.png,paper
train,data/processed/train/paper/cXZYoC2Bu8SeHasE.png,paper
train,data/processed/train/paper/aKUFn8PEF7LP8BaX.png,paper
train,data/processed/train/paper/2SldJqjiZwIVPef9.png,paper
train,data/processed/train/paper/w3fJMYnDDxw5q00K.png,paper
train,data/processed/train/paper/eASnEW16rlMUPMf3.png,paper
train,data/processed/train/paper/Qbn4RJqessetWPHR.png,paper
train,data/processed/train/paper/Lmx5I567tGyQ9HYi.png,paper
train,data/processed/train/paper/hCPYo6pBGExadl5o.png,paper
train,data/processed/train/paper/neo7ALjpzKdzVCj1.png,paper
train,data/processed/train/paper/MBCdeYSw1CGsIlHf.png,paper
train,data/processed/train/paper/UmipL2kv9TdDdryZ.png,paper
train,data/processed/train/paper/QLXEsveWG3vywKfy.png,paper
train,data/processed/train/paper/Arbkrts1pXpDNgFV.png,paper
train,data/processed/train/paper/5jcXrtjEVtQwI0Wa.png,paper
train,data/processed/train/paper/pHx4pvFv4zXPDI1w.png,paper
train,data/processed/train/paper/Af7KstxKjdhzUQyk.png,paper
train,data/processed/train/paper/ZBA0HPVlxkCdle5v.png,paper
train,data/processed/train/paper/R7y8PxDKzaAd0uUQ.png,paper
train,data/processed/train/paper/5NsmQol0TP7h80bh.png,paper
train,data/processed/train/paper/1jHtb93pI8f6pfKo.png,paper
train,data/processed/train/paper/BH9zAUdmmjlfXwtS.png,paper
train,data/processed/train/paper/41HC0VBlHSRhi0AG.png,paper
train,data/processed/train/paper/QCHltvmva5vmGrPo.png,paper
train,data/processed/train/paper/LpASHQ03atiBeyRw.png,paper
train,data/processed/train/paper/coKLsdqkvkYUv247.png,paper
train,data/processed/train/paper/dPSQ4TKPBJyjv6cH.png,paper
train,data/processed/train/paper/4IwJ2iL6pFz5ARWA.png,paper
train,data/processed/train/paper/JsryGUQahbbNkrlP.png,paper
train,data/processed/train/paper/Ht08RX3DQCSdl9Sy.png,paper
